domainc,domain,areac,area,elemc,elem,itemc,item,yearc,year,unit,value,Flag,Flagd
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",1993,1993,tonnes,16495000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",1994,1994,ha,5742899,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",1994,1994,hg/ha,31182,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",1994,1994,tonnes,17907700,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",1995,1995,ha,6032654,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",1995,1995,hg/ha,29290,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",1995,1995,tonnes,17669600,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",1996,1996,ha,5768394,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",1996,1996,hg/ha,30159,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",1996,1996,tonnes,17397000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",1997,1997,ha,5408224,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",1997,1997,hg/ha,30308,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",1997,1997,tonnes,16391200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",1998,1998,ha,5458405,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",1998,1998,hg/ha,30793,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",1998,1998,tonnes,16807800,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",1999,1999,ha,6210787,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",1999,1999,hg/ha,32405,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",1999,1999,tonnes,20126038,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2000,2000,ha,6302175,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2000,2000,hg/ha,33301,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2000,2000,tonnes,20986900,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2001,2001,ha,6411996,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2001,2001,hg/ha,33639,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2001,2001,tonnes,21569200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2002,2002,ha,6376637,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2002,2002,hg/ha,33655,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2002,2002,tonnes,21460700,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2003,2003,ha,6527585,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2003,2003,hg/ha,34883,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2003,2003,tonnes,22770200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2004,2004,ha,6807628,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2004,2004,hg/ha,35785,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2004,2004,tonnes,24360900,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2005,2005,ha,7383901,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2005,2005,hg/ha,36899,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2005,2005,tonnes,27245800,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2006,2006,ha,8074295,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2006,2006,hg/ha,37694,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2006,2006,tonnes,30435000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2007,2007,ha,8011164,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2007,2007,hg/ha,38639,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2007,2007,tonnes,30954000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2008,2008,ha,8077533,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2008,2008,hg/ha,39688,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2008,2008,tonnes,32058500,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2009,2009,ha,8058108,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2009,2009,hg/ha,39917,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2009,2009,tonnes,32165800,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2010,2010,ha,8011164,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,40026,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2010,2010,tonnes,32065100,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2011,2011,ha,7566819,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2011,2011,hg/ha,37733,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2011,2011,tonnes,28552100,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2012,2012,ha,6988927,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2012,2012,hg/ha,37512,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2012,2012,tonnes,26216600,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2013,2013,ha,6952910,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2013,2013,hg/ha,37930,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2013,2013,tonnes,26372100,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2014,2014,ha,6869545,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2014,2014,hg/ha,38464,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2014,2014,tonnes,26423300,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2015,2015,ha,6769494,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2015,2015,hg/ha,38718,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2015,2015,tonnes,26210318,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2016,2016,ha,6723986,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2016,2016,hg/ha,38181,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2016,2016,tonnes,25672832,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2017,2017,ha,6745375,,Official data
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2017,2017,hg/ha,37989,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2017,2017,tonnes,25624866,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,27,"Rice, paddy",2018,2018,ha,6705577,Im,FAO data based on imputation methodology
QC,Crops,28,Myanmar,5419,Yield,27,"Rice, paddy",2018,2018,hg/ha,37906,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,27,"Rice, paddy",2018,2018,tonnes,25418142,Im,FAO data based on imputation methodology
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1961,1961,ha,27093,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1961,1961,hg/ha,299789,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1961,1961,tonnes,812219,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1962,1962,ha,34720,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1962,1962,hg/ha,313702,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1962,1962,tonnes,1089173,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1963,1963,ha,46822,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1963,1963,hg/ha,275949,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1963,1963,tonnes,1292050,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1964,1964,ha,33866,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1964,1964,hg/ha,345654,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1964,1964,tonnes,1170591,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1965,1965,ha,34771,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1965,1965,hg/ha,311837,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1965,1965,tonnes,1084290,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1966,1966,ha,41799,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1966,1966,hg/ha,346359,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1966,1966,tonnes,1447747,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1967,1967,ha,46687,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1967,1967,hg/ha,339214,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1967,1967,tonnes,1583690,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1968,1968,ha,45545,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1968,1968,hg/ha,317410,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1968,1968,tonnes,1445645,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1969,1969,ha,39894,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1969,1969,hg/ha,327847,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1969,1969,tonnes,1307911,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1970,1970,ha,39654,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1970,1970,hg/ha,330887,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1970,1970,tonnes,1312098,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1971,1971,ha,42450,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1971,1971,hg/ha,338335,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1971,1971,tonnes,1436230,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1972,1972,ha,46692,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1972,1972,hg/ha,349502,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1972,1972,tonnes,1631897,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1973,1973,ha,56657,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1973,1973,hg/ha,358721,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1973,1973,tonnes,2032405,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1974,1974,ha,46588,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1974,1974,hg/ha,362200,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1974,1974,tonnes,1687416,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1975,1975,ha,36039,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1975,1975,hg/ha,334114,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1975,1975,tonnes,1204115,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1976,1976,ha,46054,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1976,1976,hg/ha,354179,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1976,1976,tonnes,1631137,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1977,1977,ha,44379,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1977,1977,hg/ha,366320,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1977,1977,tonnes,1625692,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1978,1978,ha,50444,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1978,1978,hg/ha,355085,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1978,1978,tonnes,1791190,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1979,1979,ha,49824,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1979,1979,hg/ha,369449,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1979,1979,tonnes,1840742,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1980,1980,ha,41572,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1980,1980,hg/ha,351521,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1980,1980,tonnes,1461344,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1981,1981,ha,45071,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1981,1981,hg/ha,451585,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1981,1981,tonnes,2035340,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1982,1982,ha,51800,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1982,1982,hg/ha,528185,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1982,1982,tonnes,2736000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1983,1983,ha,59500,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1983,1983,hg/ha,624908,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1983,1983,tonnes,3718200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1984,1984,ha,57500,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1984,1984,hg/ha,636974,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1984,1984,tonnes,3662600,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1985,1985,ha,60700,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1985,1985,hg/ha,620610,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1985,1985,tonnes,3767100,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1986,1986,ha,63900,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1986,1986,hg/ha,602926,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1986,1986,tonnes,3852700,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1987,1987,ha,56700,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1987,1987,hg/ha,605467,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1987,1987,tonnes,3433000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1988,1988,ha,55800,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1988,1988,hg/ha,639086,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1988,1988,tonnes,3566100,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1989,1989,ha,48200,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1989,1989,hg/ha,486805,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1989,1989,tonnes,2346400,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1990,1990,ha,48200,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1990,1990,hg/ha,400560,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1990,1990,tonnes,1930700,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1991,1991,ha,51395,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1991,1991,hg/ha,409611,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1991,1991,tonnes,2105200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1992,1992,ha,71629,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1992,1992,hg/ha,450792,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1992,1992,tonnes,3229000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1993,1993,ha,60703,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1993,1993,hg/ha,440869,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1993,1993,tonnes,2676200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1994,1994,ha,49776,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1994,1994,hg/ha,445693,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1994,1994,tonnes,2218500,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1995,1995,ha,63536,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1995,1995,hg/ha,503528,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1995,1995,tonnes,3199200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1996,1996,ha,81747,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1996,1996,hg/ha,486712,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1996,1996,tonnes,3978700,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1997,1997,ha,103195,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1997,1997,hg/ha,489937,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1997,1997,tonnes,5055900,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1998,1998,ha,122620,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1998,1998,hg/ha,435810,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1998,1998,tonnes,5343900,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,1999,1999,ha,125453,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,1999,1999,hg/ha,427508,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,1999,1999,tonnes,5363200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2000,2000,ha,132737,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2000,2000,hg/ha,436992,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2000,2000,tonnes,5800500,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2001,2001,ha,157828,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2001,2001,hg/ha,443763,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2001,2001,tonnes,7003800,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2002,2002,ha,142449,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2002,2002,hg/ha,444179,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2002,2002,tonnes,6327300,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2003,2003,ha,146496,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2003,2003,hg/ha,464468,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2003,2003,tonnes,6804290,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2004,2004,ha,139617,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2004,2004,hg/ha,515332,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2004,2004,tonnes,7194900,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2005,2005,ha,129095,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2005,2005,hg/ha,547892,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2005,2005,tonnes,7073000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2006,2006,ha,144473,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2006,2006,hg/ha,556430,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2006,2006,tonnes,8038900,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2007,2007,ha,165921,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2007,2007,hg/ha,583271,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2007,2007,tonnes,9677700,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2008,2008,ha,161874,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2008,2008,hg/ha,601961,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2008,2008,tonnes,9744200,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2009,2009,ha,157828,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2009,2009,hg/ha,605851,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2009,2009,tonnes,9562000,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2010,2010,ha,150139,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2010,2010,hg/ha,616064,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2010,2010,tonnes,9249500,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2011,2011,ha,153376,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2011,2011,hg/ha,621831,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2011,2011,tonnes,9537400,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2012,2012,ha,153781,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2012,2012,hg/ha,612112,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2012,2012,tonnes,9413100,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2013,2013,ha,169159,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2013,2013,hg/ha,609333,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2013,2013,tonnes,10307400,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2014,2014,ha,178467,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2014,2014,hg/ha,623557,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2014,2014,tonnes,11128400,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2015,2015,ha,161874,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2015,2015,hg/ha,626561,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2015,2015,tonnes,10142400,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2016,2016,ha,163650,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2016,2016,hg/ha,637767,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2016,2016,tonnes,10437058,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2017,2017,ha,163248,,Official data
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2017,2017,hg/ha,635233,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2017,2017,tonnes,10370042,,Official data
QC,Crops,28,Myanmar,5312,Area harvested,156,Sugar cane,2018,2018,ha,167546,Im,FAO data based on imputation methodology
QC,Crops,28,Myanmar,5419,Yield,156,Sugar cane,2018,2018,hg/ha,636197,Fc,Calculated data
QC,Crops,28,Myanmar,5510,Production,156,Sugar cane,2018,2018,tonnes,10659222,Im,FAO data based on imputation methodology
